hash_dec	hash_le	db_entry	name	perf_le
1926745266	B2 CC D7 72	por_993_gt2_96_ai_198	Porsche 911 GT2 (993)	C9 2E CC 24
1505993456	F0 A2 C3 59	por_993_gt2_96_ai_199	Porsche 911 GT2 (993)	C9 2E CC 24
921914833	D1 4D F3 36	por_993_gt2_96_ai_225	Porsche 911 GT2 (993)	C9 2E CC 24
909809290	8A 96 3A 36	por_993_gt2_96_e3	Porsche 911 GT2 (993)	C9 2E CC 24
4277132749	CD DD EF FE	por_993_gt2_96_marketing_1	Porsche 911 GT2 (993) RWB - Signature Edition	2E 23 7B 2D
3690939093	D5 42 FF DB	por_993_gt2_96_pp1v1	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
1901869675	6B 3A 5C 71	por_993_gt2_96_pp1v2	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
991070436	E4 88 12 3B	por_993_gt2_96_pp1v3	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
938807601	31 11 F5 37	por_993_gt2_96_pp1v4	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
1792211406	CE F9 D2 6A	por_993_gt2_96_pp1v5	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
3270060638	5E 2A E9 C2	por_993_gt2_96_pp1v6	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
63367745	41 EA C6 03	por_993_gt2_96_pp1v7	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
2164798747	1B 35 08 81	por_993_gt2_96_pp1v8	Porsche 911 GT2 (993) - Style Pack 1	E5 E4 A8 68
1108439587	23 72 11 42	por_993_gt2_96_pp2v1	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
1271801454	6E 26 CE 4B	por_993_gt2_96_pp2v2	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
3251392991	DF 51 CC C1	por_993_gt2_96_pp2v3	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
3579626842	5A C5 5C D5	por_993_gt2_96_pp2v4	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
3219522764	CC 04 E6 BF	por_993_gt2_96_pp2v5	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
4078052560	D0 24 12 F3	por_993_gt2_96_pp2v6	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
2985446750	5E 4D F2 B1	por_993_gt2_96_pp2v7	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
2263151621	05 F4 E4 86	por_993_gt2_96_pp2v8	Porsche 911 GT2 (993) - Retro Racer Pack	36 72 00 4D
1031702641	71 88 7E 3D	por_993_gt2_96_pp_stock_1	Porsche 911 GT2 (993)	00 00 00 00
2941958303	9F B8 5A AF	por_993_gt2_96_pp_stock_2	Porsche 911 GT2 (993)	00 00 00 00
2674941394	D2 5D 70 9F	por_993_gt2_96_pp_stock_3	Porsche 911 GT2 (993)	00 00 00 00
2530907453	3D 95 DA 96	por_993_gt2_96_pp_stock_4	Porsche 911 GT2 (993)	00 00 00 00
223466541	2D D4 51 0D	por_993_gt2_96_pp_stock_5	Porsche 911 GT2 (993)	00 00 00 00
1880755463	07 0D 1A 70	por_993_gt2_96_pp_stock_6	Porsche 911 GT2 (993)	00 00 00 00
1715841198	AE A8 45 66	por_993_gt2_96_pp_stock_7	Porsche 911 GT2 (993)	00 00 00 00
3522070613	55 88 EE D1	por_993_gt2_96_pp_stock_8	Porsche 911 GT2 (993)	00 00 00 00
379549184	00 76 9F 16	por_993_rwb_96	Porsche 911 GT2 (993) RWB	00 00 00 00
851004633	D9 4C B9 32	por_car_gt_08	Porsche Carrera GT	00 00 00 00
583962154	2A 8E CE 22	por_car_gt_08_pp1v1	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
678369750	D6 19 6F 28	por_car_gt_08_pp1v2	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
2458568756	34 C8 8A 92	por_car_gt_08_pp1v3	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
1728488156	DC A2 06 67	por_car_gt_08_pp1v4	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
152393893	A5 58 15 09	por_car_gt_08_pp1v5	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
4216707801	D9 DA 55 FB	por_car_gt_08_pp1v6	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
3701910843	3B AD A6 DC	por_car_gt_08_pp1v7	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
1108161064	28 32 0D 42	por_car_gt_08_pp1v8	Porsche Carrera GT - Style Pack 1	EC D8 C6 8F
2168567350	36 B6 41 81	por_car_gt_08_pp_stock_1	Porsche Carrera GT	00 00 00 00
2814841447	67 12 C7 A7	por_car_gt_08_pp_stock_2	Porsche Carrera GT	00 00 00 00
2326235097	D9 87 A7 8A	por_car_gt_08_pp_stock_3	Porsche Carrera GT	00 00 00 00
1070731952	B0 12 D2 3F	por_car_gt_08_pp_stock_4	Porsche Carrera GT	00 00 00 00
1467600787	93 CF 79 57	por_car_gt_08_pp_stock_5	Porsche Carrera GT	00 00 00 00
2519948613	45 5D 33 96	por_car_gt_08_pp_stock_6	Porsche Carrera GT	00 00 00 00
2060072065	81 34 CA 7A	por_car_gt_08_pp_stock_7	Porsche Carrera GT	00 00 00 00
4281187630	2E BD 2D FF	por_car_gt_08_pp_stock_8	Porsche Carrera GT	00 00 00 00
2151192617	29 98 38 80	por_gt3_rs_10	Porsche 911 GT3 RS 4.0 (997)	00 00 00 00
2815800777	C9 B5 D5 A7	por_gt3_rs_10_ai_192	Porsche 911 GT3 RS 4.0 (997)	29 98 38 80
2077403063	B7 A7 D2 7B	por_gt3_rs_10_ai_213	Porsche 911 GT3 RS 4.0 (997)	29 98 38 80
3564531353	99 6E 76 D4	por_gt3_rs_10_ai_239	Porsche 911 GT3 RS 4.0 (997)	29 98 38 80
4134624293	25 5C 71 F6	por_gt3_rs_10_ai_248	Porsche 911 GT3 RS 4.0 (997)	15 44 7E 16
2789028633	19 33 3D A6	por_gt3_rs_10_pp1v1	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
61003134	7E D5 A2 03	por_gt3_rs_10_pp1v2	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
2042192055	B7 60 B9 79	por_gt3_rs_10_pp1v3	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
2554577147	FB C0 43 98	por_gt3_rs_10_pp1v4	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
3078364094	BE 1B 7C B7	por_gt3_rs_10_pp1v5	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
1750550731	CB 48 57 68	por_gt3_rs_10_pp1v6	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
4227887698	52 72 00 FC	por_gt3_rs_10_pp1v7	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
2967629558	F6 6E E2 B0	por_gt3_rs_10_pp1v8	Porsche 911 GT3 RS 4.0 (997) - Style Pack 1	D7 45 BA 35
3206215478	36 F7 1A BF	por_gt3_rs_10_pp2v1	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
1213557860	64 6C 55 48	por_gt3_rs_10_pp2v2	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
4227403368	68 0E F9 FB	por_gt3_rs_10_pp2v3	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
54079610	7A 30 39 03	por_gt3_rs_10_pp2v4	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
3842620543	7F BC 09 E5	por_gt3_rs_10_pp2v5	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
2202056274	52 B6 40 83	por_gt3_rs_10_pp2v6	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
3191725378	42 DD 3D BE	por_gt3_rs_10_pp2v7	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
2231772235	4B 24 06 85	por_gt3_rs_10_pp2v8	Porsche 911 GT3 RS 4.0 (997) - Style Pack 2	1A 8E 76 27
1739142770	72 36 A9 67	por_gt3_rs_10_pp3v1	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
3118875925	15 45 E6 B9	por_gt3_rs_10_pp3v2	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
2385225915	BB A8 2B 8E	por_gt3_rs_10_pp3v3	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
267507529	49 D7 F1 0F	por_gt3_rs_10_pp3v4	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
1656567468	AC 36 BD 62	por_gt3_rs_10_pp3v5	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
1687327203	E3 91 92 64	por_gt3_rs_10_pp3v6	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
3099437373	3D A9 BD B8	por_gt3_rs_10_pp3v7	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
2811637530	1A 2F 96 A7	por_gt3_rs_10_pp3v8	Porsche 911 GT3 RS 4.0 (997) - RSR Replica Pack	79 44 DD 2D
984573869	AD 67 AF 3A	por_gt3_rs_10_pp_rare_1	Porsche 911 GT3 RS 4.0 (997) - Signature Edition	15 44 7E 16
996427356	5C 46 64 3B	por_gt3_rs_10_pp_rare_2	Porsche 911 GT3 RS 4.0 (997) - Signature Edition	15 44 7E 16
3662254698	6A 92 49 DA	por_gt3_rs_10_pp_stock_1	Porsche 911 GT3 RS 4.0 (997)	29 98 38 80
2375627941	A5 34 99 8D	por_gt3_rs_10_pp_stock_2	Porsche 911 GT3 RS 4.0 (997)	00 00 00 00
675021126	46 01 3C 28	ren_meg_rs_10	Renault Sport Mégane RS	00 00 00 00
2670200624	30 07 28 9F	ren_meg_rs_10_ai_006	Renault Sport Mégane RS	89 E1 F2 DB
3489511903	DF B9 FD CF	ren_meg_rs_10_ai_101	Renault Sport Mégane RS	C5 9E 9F F3
1733343938	C2 BA 50 67	ren_meg_rs_10_ai_110	Renault Sport Mégane RS	C5 9E 9F F3
2823337788	3C B7 48 A8	ren_meg_rs_10_ai_171	Renault Sport Mégane RS	89 E1 F2 DB
604482190	8E AA 07 24	ren_meg_rs_10_ai_176	Renault Sport Mégane RS	89 E1 F2 DB
4051235735	97 F3 78 F1	ren_meg_rs_10_ai_285	Renault Sport Mégane RS	89 E1 F2 DB
2572394754	02 A1 53 99	ren_meg_rs_10_ai_286	Renault Sport Mégane RS	89 E1 F2 DB
3690127753	89 E1 F2 DB	ren_meg_rs_10_nfs_e	Renault Sport Mégane RS - NFS Edition	89 E1 F2 DB
41476489	89 E1 78 02	ren_meg_rs_10_pp1v1	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
490614498	E2 2E 3E 1D	ren_meg_rs_10_pp1v2	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
3473363771	3B 53 07 CF	ren_meg_rs_10_pp1v3	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
708008956	FC 5B 33 2A	ren_meg_rs_10_pp1v4	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
4196819760	30 63 26 FA	ren_meg_rs_10_pp1v5	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
3571895779	E3 CD E6 D4	ren_meg_rs_10_pp1v6	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
803046152	08 83 DD 2F	ren_meg_rs_10_pp1v7	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
2398499541	D5 32 F6 8E	ren_meg_rs_10_pp1v8	Renault Sport Mégane RS - Style Pack 1	AD A0 62 FD
41582009	B9 7D 7A 02	ren_meg_rs_10_pp2v1	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
2005932281	F9 18 90 77	ren_meg_rs_10_pp2v2	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
3473287454	1E 29 06 CF	ren_meg_rs_10_pp2v3	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
123875819	EB 31 62 07	ren_meg_rs_10_pp2v4	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
4200014143	3F 21 57 FA	ren_meg_rs_10_pp2v5	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
3659638236	DC A5 21 DA	ren_meg_rs_10_pp2v6	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
803104615	67 67 DE 2F	ren_meg_rs_10_pp2v7	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
4119292237	4D 69 87 F5	ren_meg_rs_10_pp2v8	Renault Sport Mégane RS - Tuner Pack	3F 40 24 DA
67064635	3B 53 FF 03	ren_meg_rs_10_pp3v1	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
937851314	B2 79 E6 37	ren_meg_rs_10_pp3v2	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
3040334417	51 D2 37 B5	ren_meg_rs_10_pp3v3	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
4156227738	9A 00 BB F7	ren_meg_rs_10_pp3v4	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
3587458197	95 44 D4 D5	ren_meg_rs_10_pp3v5	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
3601972650	AA BD B1 D6	ren_meg_rs_10_pp3v6	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
1977350816	A0 FA DB 75	ren_meg_rs_10_pp3v7	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
1426840102	26 DA 0B 55	ren_meg_rs_10_pp3v8	Renault Sport Mégane RS - Aero Pack	62 7A 70 4B
1861624512	C0 22 F6 6E	ren_meg_rs_10_pp_rare_1	Renault Sport Mégane RS - Signature Edition	9E F4 0C 09
2108174737	91 31 A8 7D	ren_meg_rs_10_pp_stock_1	Renault Sport Mégane RS	00 00 00 00
3831769057	E1 27 64 E4	ren_meg_rs_10_pp_stock_2	Renault Sport Mégane RS	00 00 00 00
4206253107	33 54 B6 FA	ren_meg_rs_10_pp_stock_3	Renault Sport Mégane RS	00 00 00 00
4250229364	74 5A 55 FD	ren_meg_rs_10_pp_stock_4	Renault Sport Mégane RS	00 00 00 00
566332283	7B 8B C1 21	ren_meg_rs_10_pp_stock_5	Renault Sport Mégane RS	00 00 00 00
3974304411	9B 12 E3 EC	ren_meg_rs_10_pp_stock_6	Renault Sport Mégane RS	00 00 00 00
4196249983	7F B1 1D FA	ren_meg_rs_10_pp_stock_7	Renault Sport Mégane RS	00 00 00 00
2464256600	58 92 E1 92	ren_meg_rs_10_pp_stock_8	Renault Sport Mégane RS	00 00 00 00
3481234822	86 6D 7F CF	she_day_cou_65	Shelby Cobra Daytona Coupe	00 00 00 00
3357183898	9A 8F 1A C8	she_day_cou_65_ai_096	Shelby Cobra Daytona Coupe	D7 77 06 1A
232325685	35 02 D9 0D	she_day_cou_65_ai_108	Shelby Cobra Daytona Coupe	5E 9F B7 3C
3312278586	3A 5C 6D C5	she_day_cou_65_ai_152	Shelby Cobra Daytona Coupe	5E 9F B7 3C
1201503826	52 7E 9D 47	she_day_cou_65_ai_254	Shelby Cobra Daytona Coupe	4D B2 08 21
1095199585	61 6B 47 41	she_day_cou_65_nfs_e	Shelby Cobra Daytona Coupe - NFS Edition	EC 01 32 D1
1241611741	DD 7D 01 4A	she_day_cou_65_pp1v1	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
2683772338	B2 1D F7 9F	she_day_cou_65_pp1v2	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
518514680	F8 E7 E7 1E	she_day_cou_65_pp1v3	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
3472854976	C0 8F FF CE	she_day_cou_65_pp1v4	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
3523685951	3F 2E 07 D2	she_day_cou_65_pp1v5	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
3629261332	14 22 52 D8	she_day_cou_65_pp1v6	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
3439662912	40 17 05 CD	she_day_cou_65_pp1v7	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
2666964101	85 A4 F6 9E	she_day_cou_65_pp1v8	Shelby Cobra Daytona Coupe - Style Pack 1	51 99 34 00
2996645409	21 2E 9D B2	she_day_cou_65_pp2v1	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
3314765652	54 4F 93 C5	she_day_cou_65_pp2v2	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
259914488	F8 FA 7D 0F	she_day_cou_65_pp2v3	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
1295232418	A2 AD 33 4D	she_day_cou_65_pp2v4	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
974990480	90 2C 1D 3A	she_day_cou_65_pp2v5	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
131311971	63 A9 D3 07	she_day_cou_65_pp2v6	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
1205195321	39 D2 D5 47	she_day_cou_65_pp2v7	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
3631894439	A7 4F 7A D8	she_day_cou_65_pp2v8	Shelby Cobra Daytona Coupe - Retro Racer Pack	EB AC 82 6C
4022012078	AE 08 BB EF	she_day_cou_65_pp_rare_1	Shelby Cobra Daytona Coupe - Signature Edition	4D B2 08 21
3604153451	6B 04 D3 D6	she_day_cou_65_pp_run	Shelby Cobra Daytona Coupe - NFS Edition	9A AC A8 9F
4152129083	3B 76 7C F7	she_day_cou_65_pp_stock_1	Shelby Cobra Daytona Coupe	00 00 00 00
3871257759	9F B4 BE E6	she_day_cou_65_pp_stock_2	Shelby Cobra Daytona Coupe	00 00 00 00
3289542481	51 6F 12 C4	she_day_cou_65_pp_stock_3	Shelby Cobra Daytona Coupe	00 00 00 00
2461231717	65 6A B3 92	she_day_cou_65_pp_stock_4	Shelby Cobra Daytona Coupe	00 00 00 00
881791887	8F 13 8F 34	she_day_cou_65_pp_stock_5	Shelby Cobra Daytona Coupe	00 00 00 00
878544792	98 87 5D 34	she_day_cou_65_pp_stock_6	Shelby Cobra Daytona Coupe	00 00 00 00
2902527303	47 0D 01 AD	she_day_cou_65_pp_stock_7	Shelby Cobra Daytona Coupe	00 00 00 00
1636074729	E9 84 84 61	she_day_cou_65_pp_stock_8	Shelby Cobra Daytona Coupe	00 00 00 00
1705103580	DC D0 A1 65	she_mus_snk_12	Ford Shelby GT500 Super Snake	00 00 00 00
2832144233	69 17 CF A8	she_mus_snk_12_ai_116	Ford Shelby GT500 Super Snake	16 0C BD 8C
3424949842	52 96 24 CC	she_mus_snk_12_ai_117	Ford Shelby GT500 Super Snake	16 0C BD 8C
3289858687	7F 42 17 C4	she_mus_snk_12_ai_208	Ford Shelby GT500 Super Snake	DF 7F 94 9D
1833661157	E5 72 4B 6D	she_mus_snk_12_pp1v1	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
1188573980	1C 33 D8 46	she_mus_snk_12_pp1v2	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
2727414737	D1 0B 91 A2	she_mus_snk_12_pp1v3	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
3146173776	50 CD 86 BB	she_mus_snk_12_pp1v4	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
663699994	1A 42 8F 27	she_mus_snk_12_pp1v5	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
1291250525	5D EB F6 4C	she_mus_snk_12_pp1v6	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
1903320361	29 5D 72 71	she_mus_snk_12_pp1v7	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
2035660705	A1 B7 55 79	she_mus_snk_12_pp1v8	Ford Shelby GT500 Super Snake - Style Pack 1	A4 F7 F3 08
705435031	97 15 0C 2A	she_mus_snk_12_pp2v1	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
2901985221	C5 C7 F8 AC	she_mus_snk_12_pp2v2	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
2203703358	3E D8 59 83	she_mus_snk_12_pp2v3	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
1797996069	25 3E 2B 6B	she_mus_snk_12_pp2v4	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
1229305874	12 B8 45 49	she_mus_snk_12_pp2v5	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
1976250176	40 2F CB 75	she_mus_snk_12_pp2v6	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
903704367	2F 6F DD 35	she_mus_snk_12_pp2v7	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
2251117927	67 55 2D 86	she_mus_snk_12_pp2v8	Ford Shelby GT500 Super Snake - Style Pack 2	79 07 ED C1
616355264	C0 D5 BC 24	she_mus_snk_12_pp3v1	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
1850992488	68 E7 53 6E	she_mus_snk_12_pp3v2	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
2140899233	A1 87 9B 7F	she_mus_snk_12_pp3v3	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
217350408	08 81 F4 0C	she_mus_snk_12_pp3v4	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
2176111342	EE D2 B4 81	she_mus_snk_12_pp3v5	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
3173109029	25 CD 21 BD	she_mus_snk_12_pp3v6	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
214523994	5A 60 C9 0C	she_mus_snk_12_pp3v7	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
3439352146	52 59 00 CD	she_mus_snk_12_pp3v8	Ford Shelby GT500 Super Snake - Super Snake Run Edition	21 B6 C8 BF
694714194	52 7F 68 29	she_mus_snk_12_pp_run	Ford Shelby GT500 Super Snake - NFS Edition	52 7F 68 29
2987408137	09 3B 10 B2	she_mus_snk_12_pp_run_garage_car	Ford Shelby GT500 Super Snake - NFS Edition	52 7F 68 29
4043723623	67 53 06 F1	she_mus_snk_12_pp_stock_1	Ford Shelby GT500 Super Snake	00 00 00 00
3939737142	36 9E D3 EA	she_mus_snk_12_pp_stock_2	Ford Shelby GT500 Super Snake	00 00 00 00
4162941747	33 73 21 F8	she_mus_snk_12_pp_stock_3	Ford Shelby GT500 Super Snake	00 00 00 00
2898441131	AB B3 C2 AC	she_mus_snk_12_pp_stock_4	Ford Shelby GT500 Super Snake	00 00 00 00
2060992609	61 40 D8 7A	she_mus_snk_12_pp_stock_5	Ford Shelby GT500 Super Snake	00 00 00 00
3527347964	FC 0E 3F D2	she_mus_snk_12_pp_stock_6	Ford Shelby GT500 Super Snake	00 00 00 00
2669783094	36 A8 21 9F	she_mus_snk_12_pp_stock_7	Ford Shelby GT500 Super Snake	00 00 00 00
3516321106	52 CD 96 D1	she_mus_snk_12_pp_stock_8	Ford Shelby GT500 Super Snake	00 00 00 00
2927747753	A9 E2 81 AE	sub_wrx_sti_09	Subaru Impreza WRX STi (Hatchback)	00 00 00 00
3405351478	36 8A F9 CA	sub_wrx_sti_09_ai_007	Subaru Impreza WRX STi (Hatchback)	5E 34 28 CB
3780468060	5C 5D 55 E1	sub_wrx_sti_09_ai_027	Subaru Impreza WRX STi (Hatchback)	5E 34 28 CB
96674846	1E 24 C3 05	sub_wrx_sti_09_ai_070	Subaru Impreza WRX STi (Hatchback)	20 A1 6B 53
3718695497	49 CA A6 DD	sub_wrx_sti_09_ai_076	Subaru Impreza WRX STi (Hatchback)	20 A1 6B 53
2553259059	33 A4 2F 98	sub_wrx_sti_09_ai_140	Subaru Impreza WRX STi (Hatchback)	10 87 EC B5
863666282	6A 80 7A 33	sub_wrx_sti_09_ai_141	Subaru Impreza WRX STi (Hatchback)	10 87 EC B5
1770516894	9E F1 87 69	sub_wrx_sti_09_ai_149	Subaru Impreza WRX STi (Hatchback)	5E 34 28 CB
3589993730	02 F5 FA D5	sub_wrx_sti_09_ai_153	Subaru Impreza WRX STi (Hatchback)	5E 34 28 CB
4237495156	74 0B 93 FC	sub_wrx_sti_09_ai_154	Subaru Impreza WRX STi (Hatchback)	20 A1 6B 53
3193966487	97 0F 60 BE	sub_wrx_sti_09_ai_249	Subaru Impreza WRX STi (Hatchback)	81 7B 0E 8E
3408409694	5E 34 28 CB	sub_wrx_sti_09_nfs_e	Subaru Impreza WRX STi (Hatchback) - NFS Edition	5E 34 28 CB
2575222064	30 C5 7E 99	sub_wrx_sti_09_pp1v1	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
896065324	2C DF 68 35	sub_wrx_sti_09_pp1v2	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
1671456835	43 68 A0 63	sub_wrx_sti_09_pp1v3	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
3106084968	68 18 23 B9	sub_wrx_sti_09_pp1v4	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
3590025396	B4 70 FB D5	sub_wrx_sti_09_pp1v5	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
242620277	75 17 76 0E	sub_wrx_sti_09_pp1v6	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
265629990	26 31 D5 0F	sub_wrx_sti_09_pp1v7	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
1894508444	9C E7 EB 70	sub_wrx_sti_09_pp1v8	Subaru Impreza WRX STi (Hatchback) - Style Pack 1	86 DD 68 03
4202954535	27 FF 83 FA	sub_wrx_sti_09_pp2v1	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
2973769491	13 1F 40 B1	sub_wrx_sti_09_pp2v2	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
815637392	90 A3 9D 30	sub_wrx_sti_09_pp2v3	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
1868945496	58 D8 65 6F	sub_wrx_sti_09_pp2v4	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
429693567	7F 9A 9C 19	sub_wrx_sti_09_pp2v5	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
1718895206	66 42 74 66	sub_wrx_sti_09_pp2v6	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
3664103326	9E C7 65 DA	sub_wrx_sti_09_pp2v7	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
408931007	BF CA 5F 18	sub_wrx_sti_09_pp2v8	Subaru Impreza WRX STi (Hatchback) - Style Pack 2	F3 CA 3A 34
1983180869	45 F0 34 76	sub_wrx_sti_09_pp3v1	Subaru Impreza WRX STi (Hatchback) - Time Attack Pack	41 97 7E 52
2979445194	CA B9 96 B1	sub_wrx_sti_09_pp3v2	Subaru Impreza WRX STi (Hatchback) - Time Attack Pack	41 97 7E 52
